index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType,FatalYN,DaysUntilPublished
4184,ACC,2022-05-21T16:00:00Z,False,Aviation,6/6/2023 0:00,?,0.0,0.0,0.0,0.0,AIR TRACTOR INC,AT-602,AIR,CA07,False,0.125,TP,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final,0,0.19195046439628483
4185,ACC,2022-05-21T14:40:00Z,False,Aviation,1/18/2023 0:00,Minor,0.0,0.0,1.0,1.0,NEW GLASAIR,GLASTAR,AIR,BKW,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.12022703818369451
4186,ACC,2022-05-21T13:53:00Z,False,Aviation,2/21/2024 0:00,?,0.0,0.0,0.0,0.0,EVEKTOR-AEROTECHNIK AS,SPORTSTAR,AIR,LHQ,True,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.32610939112487103
4187,ACC,2022-05-21T04:00:00Z,False,Aviation,?,Fatal,5.0,0.0,0.0,5.0,ROBIN,D140,AIR,?,True,,?,?,NUSN,Substantial,?,Unknown,?,Prelim,1,0.5505675954592363
4188,ACC,2022-05-20T18:42:00Z,False,Aviation,10/19/2023 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,140,AIR,LCG,False,0.125,REC,ASHO,091,Destroyed,VMC,Approach,Completed,Final,1,0.26212590299277605
4189,ACC,2022-05-20T17:30:00Z,False,Aviation,11/1/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,170B,AIR,PAGQ,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.08049535603715169
4190,ACC,2022-05-20T14:00:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,CESSNA,TU206,AIR,?,False,0.125,?,?,UNK,Destroyed,Unknown,Enroute,?,Prelim,1,0.5510835913312694
4191,ACC,2022-05-19T16:15:00Z,False,Aviation,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,BELLANCA,Cruisemaster,AIR,GLE,False,0.125,REC,PERS,091,Destroyed,VMC,Landing,Completed,Final,0,0.07120743034055727
4192,ACC,2022-05-19T12:10:00Z,False,Aviation,7/20/2022 0:00,?,0.0,0.0,0.0,0.0,EUROCOPTER,AS355,HELI,?,False,0.25,TS,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.027347781217750257
4193,ACC,2022-05-19T11:21:00Z,False,Aviation,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172N,AIR,GWB,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.039215686274509796
4194,ACC,2022-05-19T11:20:00Z,False,Aviation,9/8/2022 0:00,Minor,0.0,0.0,2.0,2.0,PIPER,PA-28R-180,AIR,54T,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.05314757481940144
4195,ACC,2022-05-18T17:33:00Z,False,Aviation,8/16/2022 0:00,Serious,0.0,4.0,0.0,4.0,AIRBUS HELICOPTERS,AS 350B3,HELI,62S,False,0.125,TS,BUS,135,Substantial,VMC,Landing,Completed,Final,0,0.04179566563467492
4196,ACC,2022-05-17T20:42:00Z,False,Aviation,?,Fatal,4.0,0.0,0.0,4.0,CESSNA,182,AIR,?,False,,?,?,UNK,Destroyed,?,Initial Climb,?,Prelim,1,0.5521155830753354
4197,ACC,2022-05-17T17:51:00Z,False,Aviation,8/15/2023 0:00,Fatal,1.0,0.0,0.0,1.0,AMERICAN AVIATION,AA-1A,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,1,0.23013415892672856
4198,ACC,2022-05-17T16:00:00Z,False,Aviation,11/7/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,T210N,AIR,BJC,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.2734778121775026
4199,ACC,2022-05-17T13:30:00Z,False,Aviation,?,?,?,?,?,?,RANS,S6-ES,AIR,?,False,,?,?,NUSN,Substantial,?,Landing,?,Prelim,0,0.5526315789473684
4200,ACC,2022-05-17T07:00:00Z,False,Aviation,?,Fatal,2.0,0.0,0.0,1.0,PIPER,PA25,AIR,?,False,,?,?,NUSN,Substantial,?,Unknown,?,Prelim,1,0.5526315789473684
4201,ACC,2022-05-16T16:20:00Z,False,Aviation,9/1/2022 0:00,Minor,0.0,0.0,1.0,1.0,TAYLORCRAFT AVIATION CORP,F19,AIR,Z40,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.05108359133126934
4202,ACC,2022-05-16T16:00:00Z,False,Aviation,10/13/2022 0:00,Minor,0.0,0.0,1.0,1.0,TWENTY SECOND STREET LLC,BACKCOUNTRY BOSS,AIR,KDGW,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07275541795665634
4203,ACC,2022-05-16T14:15:00Z,False,Aviation,7/20/2022 0:00,?,0.0,0.0,0.0,0.0,ERCOUPE,415-C,AIR,ANQ,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.028895768833849325
4204,ACC,2022-05-16T04:00:00Z,False,Aviation,?,Serious,0.0,1.0,3.0,4.0,ROBINSON,R44,HELI,?,False,,?,?,NUSN,Substantial,?,Enroute,?,Prelim,0,0.5531475748194015
4205,ACC,2022-05-16T00:00:00Z,False,Aviation,?,Fatal,1.0,2.0,0.0,3.0,SIKORSKY,S61N,?,?,False,,?,?,?,?,?,Unknown,?,?,1,0.5531475748194015
4206,ACC,2022-05-15T14:58:00Z,False,Aviation,5/30/2024 0:00,Fatal,1.0,0.0,0.0,1.0,SCHWEIZER,SGS 2-33A,GLI,1N7,False,0.0,?,INST,091,Substantial,VMC,Approach,Completed,Final,1,0.3802889576883385
4207,ACC,2022-05-15T13:20:00Z,False,Aviation,3/28/2024 0:00,?,0.0,0.0,0.0,0.0,CESSNA,421C,AIR,MLU,False,0.25,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.347781217750258
4208,ACC,2022-05-14T15:30:00Z,False,Aviation,10/6/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,140,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07017543859649122
4209,ACC,2022-05-14T14:30:00Z,False,Aviation,4/10/2024 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-12,AIR,8S4,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.35500515995872034
4210,ACC,2022-05-14T14:10:00Z,False,Aviation,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172M,AIR,BQR,False,0.125,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final,0,0.02631578947368421
4211,ACC,2022-05-14T12:51:00Z,False,Aviation,6/20/2024 0:00,Fatal,1.0,2.0,5.0,3.0,CESSNA,172H,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,1,0.391640866873065
4212,ACC,2022-05-14T12:15:00Z,False,Aviation,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,PYKA INC,PELICAN,UNMANNED,?,False,0.5,ELEC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.04179566563467492
4213,ACC,2022-05-14T12:00:00Z,False,Aviation,9/1/2022 0:00,?,0.0,0.0,0.0,0.0,SPARKS RALPH A,RV8,AIR,DMN,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.05211558307533539
4214,ACC,2022-05-14T08:41:00Z,False,Aviation,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,BEECH,C24,AIR,XNX,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07378740970072238
4215,ACC,2022-05-13T21:00:00Z,False,Aviation,3/20/2024 0:00,?,0.0,0.0,0.0,0.0,MESSERSCHMITT-BOLKOW-BLOHM,BK 117 B-2,HELI,2NY5,False,0.25,TS,?,135,Substantial,VMC,Standing,Completed,Final,0,0.3446852425180599
4216,ACC,2022-05-13T15:00:00Z,False,Aviation,8/12/2022 0:00,Serious,0.0,1.0,1.0,2.0,QUICKSILVER AIRCRAFT CO,SPORT 2S,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.04231166150670794
4217,ACC,2022-05-12T20:10:00Z,False,Aviation,2/23/2023 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,182,AIR,OWB,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.1434468524251806
4218,ACC,2022-05-12T19:45:00Z,False,Aviation,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,J3F-65,AIR,XS77,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.027347781217750257
4219,ACC,2022-05-12T14:00:00Z,False,Aviation,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,182P,AIR,XS77,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.04282765737874097
4220,ACC,2022-05-12T13:45:00Z,False,Aviation,11/3/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,185,AIR,F72,False,0.125,REC,PUBS,091,Substantial,VMC,Landing,Completed,Final,0,0.08565531475748193
4221,ACC,2022-05-12T10:35:00Z,False,Aviation,7/13/2022 0:00,Minor,0.0,0.0,1.0,1.0,THRUSH AIRCRAFT INC,S2R-H80,AIR,?,False,0.125,TP,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final,0,0.027347781217750257
4222,ACC,2022-05-12T04:00:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,TECNAM,P2006T,AIR,?,False,,?,?,NUSN,Substantial,?,Landing,?,Prelim,0,0.5552115583075335
4223,ACC,2022-05-11T18:57:00Z,False,Aviation,5/14/2024 0:00,Minor,0.0,0.0,1.0,1.0,AIR TRACTOR INC,AT-301,AIR,?,False,0.125,REC,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final,0,0.3740970072239422
4224,ACC,2022-05-11T18:53:00Z,False,Aviation,6/26/2024 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-24-250,AIR,AHN,False,0.125,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final,1,0.3962848297213622
4225,INC,2022-05-11T15:19:00Z,False,Aviation,7/17/2024 0:00,?,0.0,0.0,0.0,0.0,MITSUBISHI,CL-600-2B19,AIR,IAH,False,0.25,TF,?,121,Minor,VMC,Landing,Completed,Final,0,0.4071207430340557
4226,ACC,2022-05-11T15:05:00Z,False,Aviation,?,Fatal,2.0,7.0,0.0,9.0,CESSNA,208,AIR,?,False,,?,?,NUSC,Substantial,?,Enroute,?,Prelim,1,0.5557275541795665
4227,ACC,2022-05-11T12:35:00Z,False,Aviation,8/15/2023 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,BJC,False,0.125,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final,1,0.2332301341589267
4228,ACC,2022-05-11T11:30:00Z,False,Aviation,10/13/2022 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA-34-200T,AIR,?,False,0.25,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.07533539731682146
4229,ACC,2022-05-11T09:30:00Z,False,Aviation,5/14/2024 0:00,Serious,0.0,1.0,1.0,2.0,BELL HELICOPTER TEXTRON CANADA,407,HELI,LA22,False,0.125,TS,EXLD,133,Substantial,VMC,Maneuvering,Completed,Final,0,0.3740970072239422
4230,ACC,2022-05-10T17:26:00Z,False,Aviation,8/15/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172S,AIR,TVC,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.23374613003095973
4231,ACC,2022-05-10T10:30:00Z,False,Aviation,10/6/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-18,AIR,RYN,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07223942208462332
4232,INC,2022-05-10T06:15:00Z,False,Aviation,?,?,?,?,?,?,BOEING,767-322,AIR,?,False,0.25,?,?,121,Minor,?,Initial Climb,?,Prelim,0,0.5562435500515995
4233,ACC,2022-05-09T11:45:00Z,False,Aviation,8/7/2024 0:00,Minor,0.0,0.0,3.0,3.0,DIAMOND,DA42,AIR,?,False,0.25,REC,INST,091,Substantial,VMC,Enroute,Completed,Final,0,0.41898864809081526
4234,ACC,2022-05-09T11:00:00Z,False,Aviation,12/15/2022 0:00,Minor,0.0,0.0,1.0,1.0,JUSTICE FRANK K,VANS RV-6A,AIR,0A7,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.108875128998968
4235,ACC,2022-05-09T10:15:00Z,False,Aviation,10/25/2023 0:00,?,0.0,0.0,0.0,0.0,WINGREN NORMAN,ESCAPADE,AIR,PVT,True,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.2708978328173375
4236,ACC,2022-05-08T17:00:00Z,False,Aviation,?,?,?,?,?,?,BELL,206,HELI,?,False,,?,?,NUSN,Substantial,?,Enroute,?,Prelim,0,0.5572755417956656
4237,ACC,2022-05-08T14:19:00Z,False,Aviation,6/20/2024 0:00,Fatal,2.0,0.0,0.0,2.0,BLUE SIDE UP INC,COMP AIR 8 SS52,AIR,U91,True,0.125,TP,PERS,091,Substantial,Unknown,Maneuvering,Completed,Final,1,0.39473684210526316
4238,ACC,2022-05-06T15:30:00Z,False,Aviation,?,?,?,?,?,?,BEECH,200,AIR,SCEL,False,0.25,?,?,NUSN,Substantial,?,Landing,?,Prelim,0,0.5583075335397316
4239,INC,2022-05-06T14:58:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BOEING,737,AIR,?,False,,?,?,NUSC,Minor,?,Takeoff,?,Prelim,0,0.5583075335397316
4240,ACC,2022-05-06T14:18:00Z,False,Aviation,8/15/2023 0:00,Minor,0.0,0.0,4.0,4.0,CESSNA,421,AIR,HOU,False,0.25,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.2358101135190918
4241,ACC,2022-05-06T14:03:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BOEING,737,AIR,LIRN,False,,?,?,NUSC,Substantial,?,Landing,?,Prelim,0,0.5583075335397316
4242,ACC,2022-05-06T12:10:00Z,False,Aviation,4/10/2024 0:00,Fatal,2.0,0.0,0.0,2.0,VANS,RV10,AIR,?,True,0.125,REC,PERS,091,Substantial,IMC,Enroute,Completed,Final,1,0.3591331269349845
4243,ACC,2022-05-06T08:44:00Z,False,Aviation,10/5/2023 0:00,Fatal,1.0,0.0,0.0,1.0,CIRRUS DESIGN CORP,SR22,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,1,0.26212590299277605
4244,ACC,2022-05-05T21:10:00Z,False,Aviation,11/8/2023 0:00,?,0.0,0.0,0.0,0.0,SWEARINGEN,SA226-T(B),AIR,APA,False,0.25,TP,POSI,091,Substantial,VMC,Landing,Completed,Final,0,0.2801857585139319
4245,ACC,2022-05-05T09:30:00Z,False,Aviation,7/5/2024 0:00,?,0.0,0.0,0.0,0.0,THRUSH,S2R,AIR,?,False,0.125,TP,AAPL,137,Substantial,VMC,Initial Climb,Completed,Final,0,0.4040247678018576
4246,ACC,2022-05-05T09:25:00Z,False,Aviation,7/13/2022 0:00,?,0.0,0.0,0.0,0.0,CHARLES R KYLE,ZENITH STOL CH 701,AIR,CJR,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.03095975232198142
4247,ACC,2022-05-03T19:48:00Z,False,Aviation,5/16/2024 0:00,Serious,0.0,1.0,0.0,1.0,VANS,RV6A,AIR,MKT,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.37925696594427244
4248,ACC,2022-05-03T17:00:00Z,False,Aviation,10/19/2023 0:00,Fatal,2.0,2.0,0.0,4.0,CESSNA,172,AIR,F95,False,0.125,REC,PERS,091,Destroyed,VMC,Initial Climb,Completed,Final,1,0.2708978328173375
4249,ACC,2022-05-03T10:50:00Z,False,Aviation,4/20/2023 0:00,?,0.0,0.0,0.0,0.0,SHORT BROS,SD3-60,AIR,SJU,False,0.25,TP,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.17698658410732712
4250,ACC,2022-05-03T09:10:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,?,False,,?,?,NUSN,Substantial,?,Approach,?,Prelim,0,0.5598555211558307
4251,ACC,2022-05-03T06:47:00Z,False,Aviation,?,Minor,0.0,0.0,1.0,1.0,PIPER,PA25,AIR,?,False,,?,?,NUSC,Substantial,?,Maneuvering,?,Prelim,0,0.5598555211558307
4252,ACC,2022-05-02T19:15:00Z,False,Aviation,7/1/2022 0:00,?,0.0,0.0,0.0,0.0,KYLE M SWARD / LARRY W SWARD,CH 750 CRUZER,AIR,LEX,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.02631578947368421
4253,ACC,2022-05-02T18:53:00Z,False,Aviation,6/20/2024 0:00,Serious,0.0,1.0,0.0,1.0,GRUMMAN,AA1,AIR,SC24,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.3978328173374613
4254,ACC,2022-05-02T15:50:00Z,False,Aviation,10/19/2023 0:00,Serious,0.0,1.0,1.0,2.0,CESSNA,414,AIR,VVS,False,0.25,REC,FLTS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.2714138286893705
4255,ACC,2022-05-02T15:18:00Z,False,Aviation,9/8/2022 0:00,?,0.0,0.0,0.0,0.0,NORTH AMERICAN,AT-6D,AIR,HHG,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.06191950464396284
4256,ACC,2022-05-02T14:05:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CESSNA,172,AIR,?,False,,?,?,NUSN,Substantial,?,Unknown,?,Prelim,0,0.5603715170278638
4257,ACC,2022-05-02T07:40:00Z,False,Aviation,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA22/135,AIR,IWA,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.0479876160990712
4258,ACC,2022-05-01T20:39:00Z,False,Aviation,?,?,?,?,?,?,CESSNA,U206,AIR,MKA,False,,?,?,NUSC,Minor,?,Landing,?,Prelim,0,0.5603715170278638
4259,ACC,2022-05-01T18:20:00Z,False,Aviation,7/1/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172N,AIR,KMJX,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.02683178534571723
4260,ACC,2022-05-01T17:40:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CESSNA,182P,AIR,?,False,0.125,?,PERS,NUSN,Substantial,VMC,Enroute,?,Prelim,0,0.5608875128998968
4261,ACC,2022-05-01T17:05:00Z,False,Aviation,10/19/2023 0:00,Serious,0.0,1.0,0.0,1.0,VANS,RV7,AIR,3M5,True,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.2719298245614035
4262,ACC,2022-05-01T12:15:00Z,False,Aviation,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,NORTH AMERICAN,SNJ-6,AIR,GRD,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.08049535603715169
4263,ACC,2022-04-30T21:42:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,ROCKWELL,690,AIR,SVCS,False,0.25,?,?,NUSN,Substantial,VMC,Approach,?,Prelim,1,0.5608875128998968
4264,ACC,2022-04-30T13:30:00Z,False,Aviation,7/1/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172F,AIR,HMP,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.027347781217750257
4265,ACC,2022-04-30T13:00:00Z,False,Aviation,3/13/2024 0:00,?,0.0,0.0,0.0,0.0,NORTH AMERICAN,AT-6D,AIR,T82,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.347781217750258
4266,ACC,2022-04-30T13:00:00Z,False,Aviation,11/8/2023 0:00,?,0.0,0.0,0.0,0.0,RAYTHEON AIRCRAFT COMPANY,A36,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.28276573787409703
4267,ACC,2022-04-30T10:00:00Z,False,Aviation,3/13/2024 0:00,?,0.0,0.0,0.0,0.0,BEECH,B-99,AIR,MKE,False,0.25,TP,BUS,135,Substantial,VMC,Taxi,Completed,Final,0,0.347781217750258
4268,ACC,2022-04-30T08:10:00Z,False,Aviation,3/13/2024 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA32R,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.347781217750258
4269,ACC,2022-04-30T08:04:00Z,False,Aviation,4/10/2024 0:00,Fatal,2.0,0.0,0.0,2.0,BEARHAWK,LSA,AIR,?,True,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,1,0.3622291021671827
4270,ACC,2022-04-30T02:50:00Z,False,Aviation,?,Fatal,4.0,0.0,0.0,4.0,PIPER,PA28,AIR,?,False,,?,?,NUSN,Substantial,?,Maneuvering,?,Prelim,1,0.5614035087719298
4271,ACC,2022-04-29T12:30:00Z,False,Aviation,10/6/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,180K,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07791537667698657
4272,ACC,2022-04-28T17:40:00Z,False,Aviation,7/1/2022 0:00,Serious,0.0,1.0,0.0,1.0,CESSNA,152,AIR,15G,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.028379772961816305
4273,ACC,2022-04-28T15:30:00Z,False,Aviation,10/6/2022 0:00,?,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER COMPANY,R44 II,HELI,?,False,0.125,REC,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final,0,0.0784313725490196
4274,ACC,2022-04-28T12:35:00Z,False,Aviation,?,?,?,?,?,?,BEECH,36,AIR,LSZR,False,0.125,?,?,NUSN,Unknown,?,Initial Climb,?,Prelim,0,0.5624355005159959
4275,ACC,2022-04-28T10:40:00Z,False,Aviation,9/14/2023 0:00,Fatal,1.0,0.0,0.0,1.0,SUPERIOR,CULVER LFA,AIR,3K3,False,0.125,REC,PERS,091,Destroyed,VMC,Initial Climb,Completed,Final,1,0.25541795665634676
4276,ACC,2022-04-27T13:25:00Z,False,Aviation,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-24-260,AIR,HUF,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.08255933952528378
4277,ACC,2022-04-27T13:10:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR22,AIR,EDTZ,False,0.125,?,?,NUSN,Unknown,?,Landing,?,Prelim,0,0.5629514963880289
4278,INC,2022-04-27T07:07:00Z,False,Aviation,?,?,?,?,?,?,BOEING,737,AIR,YBCG,False,0.25,?,?,121,Minor,?,Initial Climb,?,Prelim,0,0.5629514963880289
4279,ACC,2022-04-27T04:00:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,Kodiak,100,AIR,?,False,,?,?,091,Substantial,?,Enroute,?,Prelim,0,0.5629514963880289
4280,ACC,2022-04-26T19:00:00Z,False,Aviation,10/13/2022 0:00,Minor,0.0,0.0,1.0,1.0,GARLICK HELICOPTERS INC,OH-58A+,HELI,?,False,0.125,TS,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final,0,0.08307533539731682
4281,INC,2022-04-26T15:08:00Z,False,Aviation,?,Minor,0.0,0.0,1.0,1.0,BOEING,737,AIR,?,False,,?,?,129,?,?,Unknown,?,Prelim,0,0.5634674922600619
4282,ACC,2022-04-26T13:00:00Z,False,Aviation,12/8/2023 0:00,Fatal,2.0,0.0,0.0,2.0,BELL HELICOPTER TEXTRON CANADA,429,HELI,GVQ,False,0.25,TS,INST,091,Substantial,VMC,Maneuvering,Completed,Final,1,0.30030959752321984
4283,ACC,2022-04-26T10:50:00Z,False,Aviation,9/1/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-28-151,AIR,7FL6,False,0.125,REC,PERS,091,Substantial,VMC,Taxi,Completed,Final,0,0.06140350877192982
4284,ACC,2022-04-26T07:16:00Z,False,Aviation,10/13/2022 0:00,Minor,0.0,0.0,1.0,1.0,BELL,206,HELI,?,False,0.125,TS,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final,0,0.08307533539731682
4285,ACC,2022-04-25T17:42:00Z,False,Aviation,7/1/2022 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,172A,AIR,7GA7,False,0.125,REC,INST,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.029927760577915373
4286,ACC,2022-04-25T16:39:00Z,False,Aviation,7/20/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172R,AIR,RDD,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.039731682146542824
4287,ACC,2022-04-25T11:05:00Z,False,Aviation,2/23/2023 0:00,?,0.0,0.0,0.0,0.0,MAULE,MX7,AIR,VDF,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.152218782249742
4288,ACC,2022-04-25T10:06:00Z,False,Aviation,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-24,AIR,N30,False,0.125,REC,PERS,091,Substantial,VMC,Taxi,Completed,Final,0,0.08359133126934984
4289,ACC,2022-04-25T10:00:00Z,False,Aviation,7/1/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA32,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.029927760577915373
4290,ACC,2022-04-24T18:45:00Z,False,Aviation,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,182G,AIR,AZ04,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.05211558307533539
4291,ACC,2022-04-24T12:24:00Z,False,Aviation,6/6/2023 0:00,Serious,0.0,1.0,0.0,1.0,TITAN,T51,AIR,FPY,True,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.20588235294117646
4292,ACC,2022-04-23T18:54:00Z,False,Aviation,7/1/2022 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,172,AIR,35A,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.03095975232198142
4293,ACC,2022-04-23T18:48:00Z,False,Aviation,8/23/2023 0:00,Fatal,4.0,0.0,0.0,4.0,DIAMOND AIRCRAFT IND INC,DA 40,AIR,CDC,False,0.125,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final,1,0.2466460268317853
4294,ACC,2022-04-23T18:20:00Z,False,Aviation,5/16/2024 0:00,Serious,0.0,2.0,0.0,2.0,CESSNA,170B,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.3844169246646027
4295,ACC,2022-04-22T21:17:00Z,False,Aviation,?,Fatal,1.0,1.0,0.0,2.0,MOONEY,M20K,AIR,?,False,,?,?,091,Substantial,?,Unknown,?,Prelim,1,0.565015479876161
